KS,I,I,S,I,I,I,S 
Generate/ClientDataBase/TableCharacterAttributesAsset.asset,0,0,Generate/ClientDataBase/TableCharacterAttributesAsset.asset,1,0,0,TableCharacterAttributesAsset.asset
Generate/ClientDataBase/TableCharacterBattleUIAsset.asset,0,0,Generate/ClientDataBase/TableCharacterBattleUIAsset.asset,1,0,0,TableCharacterBattleUIAsset.asset
Generate/ClientDataBase/TableCharacterChargeAsset.asset,0,0,Generate/ClientDataBase/TableCharacterChargeAsset.asset,1,0,0,TableCharacterChargeAsset.asset
Generate/ClientDataBase/TableCharacterDescriptionAsset.asset,0,0,Generate/ClientDataBase/TableCharacterDescriptionAsset.asset,1,0,0,TableCharacterDescriptionAsset.asset
Generate/ClientDataBase/TableCharacterExpAsset.asset,0,0,Generate/ClientDataBase/TableCharacterExpAsset.asset,1,0,0,TableCharacterExpAsset.asset
Generate/ClientDataBase/TableCharacterVoiceAsset.asset,0,0,Generate/ClientDataBase/TableCharacterVoiceAsset.asset,1,0,0,TableCharacterVoiceAsset.asset
Generate/ClientDataBase/TableDescriptionAsset.asset,0,0,Generate/ClientDataBase/TableDescriptionAsset.asset,1,0,0,TableDescriptionAsset.asset
Generate/ClientDataBase/TableDeviceAsset.asset,0,0,Generate/ClientDataBase/TableDeviceAsset.asset,1,0,0,TableDeviceAsset.asset
Generate/ClientDataBase/TableExpAsset.asset,0,0,Generate/ClientDataBase/TableExpAsset.asset,1,0,0,TableExpAsset.asset
Generate/ClientDataBase/TableGameTipsAsset.asset,0,0,Generate/ClientDataBase/TableGameTipsAsset.asset,1,0,0,TableGameTipsAsset.asset
Generate/ClientDataBase/TableIOAIAsset.asset,0,0,Generate/ClientDataBase/TableIOAIAsset.asset,1,0,0,TableIOAIAsset.asset
Generate/ClientDataBase/TableIOAsset.asset,0,0,Generate/ClientDataBase/TableIOAsset.asset,1,0,0,TableIOAsset.asset
Generate/ClientDataBase/TableIOCharGrowthAsset.asset,0,0,Generate/ClientDataBase/TableIOCharGrowthAsset.asset,1,0,0,TableIOCharGrowthAsset.asset
Generate/ClientDataBase/TableIOExp1Asset.asset,0,0,Generate/ClientDataBase/TableIOExp1Asset.asset,1,0,0,TableIOExp1Asset.asset
Generate/ClientDataBase/TableIOExp2Asset.asset,0,0,Generate/ClientDataBase/TableIOExp2Asset.asset,1,0,0,TableIOExp2Asset.asset
Generate/ClientDataBase/TableIOExp3Asset.asset,0,0,Generate/ClientDataBase/TableIOExp3Asset.asset,1,0,0,TableIOExp3Asset.asset
Generate/ClientDataBase/TableIOExpAsset.asset,0,0,Generate/ClientDataBase/TableIOExpAsset.asset,1,0,0,TableIOExpAsset.asset
Generate/ClientDataBase/TableIOIOMonsterRuleAsset.asset,0,0,Generate/ClientDataBase/TableIOIOMonsterRuleAsset.asset,1,0,0,TableIOIOMonsterRuleAsset.asset
Generate/ClientDataBase/TableIOLevelSubAsset.asset,0,0,Generate/ClientDataBase/TableIOLevelSubAsset.asset,1,0,0,TableIOLevelSubAsset.asset
Generate/ClientDataBase/TableIOLootRatioAsset.asset,0,0,Generate/ClientDataBase/TableIOLootRatioAsset.asset,1,0,0,TableIOLootRatioAsset.asset
Generate/ClientDataBase/TableIOMonsterLevelAsset.asset,0,0,Generate/ClientDataBase/TableIOMonsterLevelAsset.asset,1,0,0,TableIOMonsterLevelAsset.asset
Generate/ClientDataBase/TableIOTalentAsset.asset,0,0,Generate/ClientDataBase/TableIOTalentAsset.asset,1,0,0,TableIOTalentAsset.asset
Generate/ClientDataBase/TableItemAsset.asset,0,0,Generate/ClientDataBase/TableItemAsset.asset,1,0,0,TableItemAsset.asset
Generate/ClientDataBase/TableItemInBattleAsset.asset,0,0,Generate/ClientDataBase/TableItemInBattleAsset.asset,1,0,0,TableItemInBattleAsset.asset
Generate/ClientDataBase/TableItemTypeAsset.asset,0,0,Generate/ClientDataBase/TableItemTypeAsset.asset,1,0,0,TableItemTypeAsset.asset
Generate/ClientDataBase/TableLootAsset.asset,0,0,Generate/ClientDataBase/TableLootAsset.asset,1,0,0,TableLootAsset.asset
Generate/ClientDataBase/TableLootGroupAsset.asset,0,0,Generate/ClientDataBase/TableLootGroupAsset.asset,1,0,0,TableLootGroupAsset.asset
Generate/ClientDataBase/TableMapAsset.asset,0,0,Generate/ClientDataBase/TableMapAsset.asset,1,0,0,TableMapAsset.asset
Generate/ClientDataBase/TableMapUIAsset.asset,0,0,Generate/ClientDataBase/TableMapUIAsset.asset,1,0,0,TableMapUIAsset.asset
Generate/ClientDataBase/TablePanelAsset.asset,0,0,Generate/ClientDataBase/TablePanelAsset.asset,1,0,0,TablePanelAsset.asset
Generate/ClientDataBase/TablePathAsset.asset,0,0,Generate/ClientDataBase/TablePathAsset.asset,1,0,0,TablePathAsset.asset
Generate/ClientDataBase/TablePlayerAsset.asset,0,0,Generate/ClientDataBase/TablePlayerAsset.asset,1,0,0,TablePlayerAsset.asset
Generate/ClientDataBase/TablePlayerExpAsset.asset,0,0,Generate/ClientDataBase/TablePlayerExpAsset.asset,1,0,0,TablePlayerExpAsset.asset
Generate/ClientDataBase/TablePreloadCsvAsset.asset,0,0,Generate/ClientDataBase/TablePreloadCsvAsset.asset,1,0,0,TablePreloadCsvAsset.asset
Generate/ClientDataBase/TableQuestAsset.asset,0,0,Generate/ClientDataBase/TableQuestAsset.asset,1,0,0,TableQuestAsset.asset
Generate/ClientDataBase/TableRewardAsset.asset,0,0,Generate/ClientDataBase/TableRewardAsset.asset,1,0,0,TableRewardAsset.asset
Generate/ClientDataBase/TableRewardFlopAsset.asset,0,0,Generate/ClientDataBase/TableRewardFlopAsset.asset,1,0,0,TableRewardFlopAsset.asset
Generate/ClientDataBase/TableScreeenArrowUIAsset.asset,0,0,Generate/ClientDataBase/TableScreeenArrowUIAsset.asset,1,0,0,TableScreeenArrowUIAsset.asset
Generate/ClientDataBase/TableSkillAnimAsset.asset,0,0,Generate/ClientDataBase/TableSkillAnimAsset.asset,1,0,0,TableSkillAnimAsset.asset
Generate/ClientDataBase/TableSkillAOEAsset.asset,0,0,Generate/ClientDataBase/TableSkillAOEAsset.asset,1,0,0,TableSkillAOEAsset.asset
Generate/ClientDataBase/TableSkillAsset.asset,0,0,Generate/ClientDataBase/TableSkillAsset.asset,1,0,0,TableSkillAsset.asset
Generate/ClientDataBase/TableSkillBuffAsset.asset,0,0,Generate/ClientDataBase/TableSkillBuffAsset.asset,1,0,0,TableSkillBuffAsset.asset
Generate/ClientDataBase/TableSkillDescriptionAsset.asset,0,0,Generate/ClientDataBase/TableSkillDescriptionAsset.asset,1,0,0,TableSkillDescriptionAsset.asset
Generate/ClientDataBase/TableSkillPopupAsset.asset,0,0,Generate/ClientDataBase/TableSkillPopupAsset.asset,1,0,0,TableSkillPopupAsset.asset
Generate/ClientDataBase/TableSkillProjectileAsset.asset,0,0,Generate/ClientDataBase/TableSkillProjectileAsset.asset,1,0,0,TableSkillProjectileAsset.asset
Generate/ClientDataBase/TableSkillPushAsset.asset,0,0,Generate/ClientDataBase/TableSkillPushAsset.asset,1,0,0,TableSkillPushAsset.asset
Generate/ClientDataBase/TableSkillTargetSelectAsset.asset,0,0,Generate/ClientDataBase/TableSkillTargetSelectAsset.asset,1,0,0,TableSkillTargetSelectAsset.asset
Generate/ClientDataBase/TableSkillUIAsset.asset,0,0,Generate/ClientDataBase/TableSkillUIAsset.asset,1,0,0,TableSkillUIAsset.asset
Generate/ClientDataBase/TableStageAsset.asset,0,0,Generate/ClientDataBase/TableStageAsset.asset,1,0,0,TableStageAsset.asset
Generate/ClientDataBase/TableStageStepAsset.asset,0,0,Generate/ClientDataBase/TableStageStepAsset.asset,1,0,0,TableStageStepAsset.asset
Generate/ClientDataBase/TableStoreAsset.asset,0,0,Generate/ClientDataBase/TableStoreAsset.asset,1,0,0,TableStoreAsset.asset
Generate/ClientDataBase/TableStringAccountAsset.asset,0,0,Generate/ClientDataBase/TableStringAccountAsset.asset,1,0,0,TableStringAccountAsset.asset
Generate/ClientDataBase/TableStringAINameAsset.asset,0,0,Generate/ClientDataBase/TableStringAINameAsset.asset,1,0,0,TableStringAINameAsset.asset
Generate/ClientDataBase/TableStringAsset.asset,0,0,Generate/ClientDataBase/TableStringAsset.asset,1,0,0,TableStringAsset.asset
Generate/ClientDataBase/TableStringDialogueAsset.asset,0,0,Generate/ClientDataBase/TableStringDialogueAsset.asset,1,0,0,TableStringDialogueAsset.asset
Generate/ClientDataBase/TableStringErrorAsset.asset,0,0,Generate/ClientDataBase/TableStringErrorAsset.asset,1,0,0,TableStringErrorAsset.asset
Generate/ClientDataBase/TableStringEventAsset.asset,0,0,Generate/ClientDataBase/TableStringEventAsset.asset,1,0,0,TableStringEventAsset.asset
Generate/ClientDataBase/TableStringHeroAsset.asset,0,0,Generate/ClientDataBase/TableStringHeroAsset.asset,1,0,0,TableStringHeroAsset.asset
Generate/ClientDataBase/TableStringItemAsset.asset,0,0,Generate/ClientDataBase/TableStringItemAsset.asset,1,0,0,TableStringItemAsset.asset
Generate/ClientDataBase/TableStringMapAsset.asset,0,0,Generate/ClientDataBase/TableStringMapAsset.asset,1,0,0,TableStringMapAsset.asset
Generate/ClientDataBase/TableStringPlayerNameAsset.asset,0,0,Generate/ClientDataBase/TableStringPlayerNameAsset.asset,1,0,0,TableStringPlayerNameAsset.asset
Generate/ClientDataBase/TableStringQuestAsset.asset,0,0,Generate/ClientDataBase/TableStringQuestAsset.asset,1,0,0,TableStringQuestAsset.asset
Generate/ClientDataBase/TableStringSkillAsset.asset,0,0,Generate/ClientDataBase/TableStringSkillAsset.asset,1,0,0,TableStringSkillAsset.asset
Generate/ClientDataBase/TableStringTalentAsset.asset,0,0,Generate/ClientDataBase/TableStringTalentAsset.asset,1,0,0,TableStringTalentAsset.asset
Generate/ClientDataBase/TableStringTipsAsset.asset,0,0,Generate/ClientDataBase/TableStringTipsAsset.asset,1,0,0,TableStringTipsAsset.asset
Generate/ClientDataBase/TableStringUIAsset.asset,0,0,Generate/ClientDataBase/TableStringUIAsset.asset,1,0,0,TableStringUIAsset.asset
Generate/ClientDataBase/TableTalentAsset.asset,0,0,Generate/ClientDataBase/TableTalentAsset.asset,1,0,0,TableTalentAsset.asset
Generate/ClientDataBase/TableTalentInfoAsset.asset,0,0,Generate/ClientDataBase/TableTalentInfoAsset.asset,1,0,0,TableTalentInfoAsset.asset
Generate/ClientDataBase/TableTalentNewAsset.asset,0,0,Generate/ClientDataBase/TableTalentNewAsset.asset,1,0,0,TableTalentNewAsset.asset
GPE/Buff/eff_AttackUp.prefab,0,0,GPE/Buff/eff_AttackUp.prefab,1,0,0,eff_AttackUp.prefab
GPE/Buff/eff_Invincible.prefab,0,0,GPE/Buff/eff_Invincible.prefab,1,0,0,eff_Invincible.prefab
GPE/Buff/eff_ShieldUp.prefab,0,0,GPE/Buff/eff_ShieldUp.prefab,1,0,0,eff_ShieldUp.prefab
GPE/Buff/eff_SpeedUp.prefab,0,0,GPE/Buff/eff_SpeedUp.prefab,1,0,0,eff_SpeedUp.prefab
GPE/Spring/eff_Spring_JiHuo.anim,0,0,GPE/Spring/eff_Spring_JiHuo.anim,1,0,0,eff_Spring_JiHuo.anim
GPE/Spring/Skin_Spring_01.FBX,0,0,GPE/Spring/Skin_Spring_01.FBX,1,0,0,Skin_Spring_01.FBX
GPE/Spring/Skin_Spring_01_go.FBX,0,0,GPE/Spring/Skin_Spring_01_go.FBX,1,0,0,Skin_Spring_01_go.FBX
GPE/Spring/Skin_Spring_01_jihuo.anim,0,0,GPE/Spring/Skin_Spring_01_jihuo.anim,1,0,0,Skin_Spring_01_jihuo.anim
GPE/Spring/Spring.controller,0,0,GPE/Spring/Spring.controller,1,0,0,Spring.controller
GPE/Spring/Spring_01.prefab,0,0,GPE/Spring/Spring_01.prefab,1,0,0,Spring_01.prefab
GPE/Spring/Tex_Spring_01.mat,0,0,GPE/Spring/Tex_Spring_01.mat,1,0,0,Tex_Spring_01.mat
GPE/Spring/Tex_Spring_01.png,0,0,GPE/Spring/Tex_Spring_01.png,1,0,0,Tex_Spring_01.png
GPE/TrigDoor/Dy_Door01.prefab,0,0,GPE/TrigDoor/Dy_Door01.prefab,1,0,0,Dy_Door01.prefab
GPE/TrigDoor/Dy_Door02.prefab,0,0,GPE/TrigDoor/Dy_Door02.prefab,1,0,0,Dy_Door02.prefab
GPE/TrigDoor/Dy_Door03.prefab,0,0,GPE/TrigDoor/Dy_Door03.prefab,1,0,0,Dy_Door03.prefab
Images/Avatars/Icons_HeroSmall.tga,0,0,Images/Avatars/Icons_HeroSmall.tga,1,0,0,Icons_HeroSmall.tga
Images/Avatars/Icons_HeroSmalltp.tpsheet,0,0,Images/Avatars/Icons_HeroSmalltp.tpsheet,1,0,0,Icons_HeroSmalltp.tpsheet
Images/CardAvatars/Card.tga,0,0,Images/CardAvatars/Card.tga,1,0,0,Card.tga
Images/CardAvatars/Cardtp.tpsheet,0,0,Images/CardAvatars/Cardtp.tpsheet,1,0,0,Cardtp.tpsheet
Images/CardAvatars/loading_bg.png,0,0,Images/CardAvatars/loading_bg.png,1,0,0,loading_bg.png
Images/HexagonAvatars/Icons_Hero.tga,0,0,Images/HexagonAvatars/Icons_Hero.tga,1,0,0,Icons_Hero.tga
Images/HexagonAvatars/Icons_Herotp.tpsheet,0,0,Images/HexagonAvatars/Icons_Herotp.tpsheet,1,0,0,Icons_Herotp.tpsheet
Images/IOGrowth/IOCharGrowth.tga,0,0,Images/IOGrowth/IOCharGrowth.tga,1,0,0,IOCharGrowth.tga
Images/IOGrowth/IOCharGrowthtp.tpsheet,0,0,Images/IOGrowth/IOCharGrowthtp.tpsheet,1,0,0,IOCharGrowthtp.tpsheet
Images/Item/Icons_Item.tga,0,0,Images/Item/Icons_Item.tga,1,0,0,Icons_Item.tga
Images/Item/Icons_ItemBg.tga,0,0,Images/Item/Icons_ItemBg.tga,1,0,0,Icons_ItemBg.tga
Images/Item/Icons_ItemBgtp.tpsheet,0,0,Images/Item/Icons_ItemBgtp.tpsheet,1,0,0,Icons_ItemBgtp.tpsheet
Images/Item/Icons_Itemtp.tpsheet,0,0,Images/Item/Icons_Itemtp.tpsheet,1,0,0,Icons_Itemtp.tpsheet
Images/Revenge/Revengetp.tpsheet,0,0,Images/Revenge/Revengetp.tpsheet,1,0,0,Revengetp.tpsheet
Images/SkillBuff/skillbuff.tga,0,0,Images/SkillBuff/skillbuff.tga,1,0,0,skillbuff.tga
Images/SkillBuff/skillbufftp.tpsheet,0,0,Images/SkillBuff/skillbufftp.tpsheet,1,0,0,skillbufftp.tpsheet
Images/SmallMapIcons/Camp.png,0,0,Images/SmallMapIcons/Camp.png,1,0,0,Camp.png
Images/SmallMapIcons/Carrier.png,0,0,Images/SmallMapIcons/Carrier.png,1,0,0,Carrier.png
Images/SmallMapIcons/Character.png,0,0,Images/SmallMapIcons/Character.png,1,0,0,Character.png
Images/SmallMapIcons/Hero.png,0,0,Images/SmallMapIcons/Hero.png,1,0,0,Hero.png
Images/SmallMapIcons/Home.png,0,0,Images/SmallMapIcons/Home.png,1,0,0,Home.png
Images/SmallMapIcons/Robot.png,0,0,Images/SmallMapIcons/Robot.png,1,0,0,Robot.png
Images/SmallMapIcons/ScoutDrone.png,0,0,Images/SmallMapIcons/ScoutDrone.png,1,0,0,ScoutDrone.png
Images/StarAvatars/Lobby_head.tga,0,0,Images/StarAvatars/Lobby_head.tga,1,0,0,Lobby_head.tga
Images/StarAvatars/Lobby_headtp.tpsheet,0,0,Images/StarAvatars/Lobby_headtp.tpsheet,1,0,0,Lobby_headtp.tpsheet
Images/UI/event/EventIcon.tga,0,0,Images/UI/event/EventIcon.tga,1,0,0,EventIcon.tga
Images/UI/event/EventIcontp.tpsheet,0,0,Images/UI/event/EventIcontp.tpsheet,1,0,0,EventIcontp.tpsheet
Images/UI/genius/Lobby_Icons_Genius_NoAltlas.tga,0,0,Images/UI/genius/Lobby_Icons_Genius_NoAltlas.tga,1,0,0,Lobby_Icons_Genius_NoAltlas.tga
Images/UI/genius/Lobby_Icons_Genius_NoAltlastp.tpsheet,0,0,Images/UI/genius/Lobby_Icons_Genius_NoAltlastp.tpsheet,1,0,0,Lobby_Icons_Genius_NoAltlastp.tpsheet
Images/UI/intro/wifi.tga,0,0,Images/UI/intro/wifi.tga,1,0,0,wifi.tga
Images/UI/intro/wifitp.tpsheet,0,0,Images/UI/intro/wifitp.tpsheet,1,0,0,wifitp.tpsheet
Images/UI/io/Accelerate01.prefab,0,0,Images/UI/io/Accelerate01.prefab,1,0,0,Accelerate01.prefab
Images/UI/io/Attack01.prefab,0,0,Images/UI/io/Attack01.prefab,1,0,0,Attack01.prefab
Images/UI/io/Gm_Accelerate01.FBX,0,0,Images/UI/io/Gm_Accelerate01.FBX,1,0,0,Gm_Accelerate01.FBX
Images/UI/io/Gm_Attack01.FBX,0,0,Images/UI/io/Gm_Attack01.FBX,1,0,0,Gm_Attack01.FBX
Images/UI/io/Gm_Random01.FBX,0,0,Images/UI/io/Gm_Random01.FBX,1,0,0,Gm_Random01.FBX
Images/UI/io/Gm_ScoreBall1.FBX,0,0,Images/UI/io/Gm_ScoreBall1.FBX,1,0,0,Gm_ScoreBall1.FBX
Images/UI/io/Gm_ScoreBall10.FBX,0,0,Images/UI/io/Gm_ScoreBall10.FBX,1,0,0,Gm_ScoreBall10.FBX
Images/UI/io/Gm_ScoreBall20.FBX,0,0,Images/UI/io/Gm_ScoreBall20.FBX,1,0,0,Gm_ScoreBall20.FBX
Images/UI/io/Gm_ScoreBall5.FBX,0,0,Images/UI/io/Gm_ScoreBall5.FBX,1,0,0,Gm_ScoreBall5.FBX
Images/UI/io/Gm_ScoreBall50.FBX,0,0,Images/UI/io/Gm_ScoreBall50.FBX,1,0,0,Gm_ScoreBall50.FBX
Images/UI/io/Gm_Shield01.FBX,0,0,Images/UI/io/Gm_Shield01.FBX,1,0,0,Gm_Shield01.FBX
Images/UI/io/GM_SpiderSkill.FBX,0,0,Images/UI/io/GM_SpiderSkill.FBX,1,0,0,GM_SpiderSkill.FBX
Images/UI/io/Mat_ScoreBalls 1.mat,0,0,Images/UI/io/Mat_ScoreBalls 1.mat,1,0,0,Mat_ScoreBalls 1.mat
Images/UI/io/Mat_ScoreBalls.mat,0,0,Images/UI/io/Mat_ScoreBalls.mat,1,0,0,Mat_ScoreBalls.mat
Images/UI/io/Mat_ScoreBall_50.mat,0,0,Images/UI/io/Mat_ScoreBall_50.mat,1,0,0,Mat_ScoreBall_50.mat
Images/UI/io/Random01.prefab,0,0,Images/UI/io/Random01.prefab,1,0,0,Random01.prefab
Images/UI/io/ScoreBall1.prefab,0,0,Images/UI/io/ScoreBall1.prefab,1,0,0,ScoreBall1.prefab
Images/UI/io/ScoreBall10.prefab,0,0,Images/UI/io/ScoreBall10.prefab,1,0,0,ScoreBall10.prefab
Images/UI/io/ScoreBall20.prefab,0,0,Images/UI/io/ScoreBall20.prefab,1,0,0,ScoreBall20.prefab
Images/UI/io/ScoreBall5.prefab,0,0,Images/UI/io/ScoreBall5.prefab,1,0,0,ScoreBall5.prefab
Images/UI/io/ScoreBall50.prefab,0,0,Images/UI/io/ScoreBall50.prefab,1,0,0,ScoreBall50.prefab
Images/UI/io/ScoreBall_Atlas.png,0,0,Images/UI/io/ScoreBall_Atlas.png,1,0,0,ScoreBall_Atlas.png
Images/UI/io/Shield01.prefab,0,0,Images/UI/io/Shield01.prefab,1,0,0,Shield01.prefab
Images/UI/loading/loadingicon.tga,0,0,Images/UI/loading/loadingicon.tga,1,0,0,loadingicon.tga
Images/UI/loading/loadingicontp.tpsheet,0,0,Images/UI/loading/loadingicontp.tpsheet,1,0,0,loadingicontp.tpsheet
Images/UI/number/EurostileCnd-Bo.tga,0,0,Images/UI/number/EurostileCnd-Bo.tga,1,0,0,EurostileCnd-Bo.tga
Images/UI/number/EurostileCnd-Botp.tpsheet,0,0,Images/UI/number/EurostileCnd-Botp.tpsheet,1,0,0,EurostileCnd-Botp.tpsheet
Images/UI/rankicon/iconrank.tga,0,0,Images/UI/rankicon/iconrank.tga,1,0,0,iconrank.tga
Images/UI/rankicon/iconranktp.tpsheet,0,0,Images/UI/rankicon/iconranktp.tpsheet,1,0,0,iconranktp.tpsheet
Images/Weapons/Andrey.tga,0,0,Images/Weapons/Andrey.tga,1,0,0,Andrey.tga
Images/Weapons/Andreytp.tpsheet,0,0,Images/Weapons/Andreytp.tpsheet,1,0,0,Andreytp.tpsheet
Images/Weapons/Archer.tga,0,0,Images/Weapons/Archer.tga,1,0,0,Archer.tga
Images/Weapons/Archertp.tpsheet,0,0,Images/Weapons/Archertp.tpsheet,1,0,0,Archertp.tpsheet
Images/Weapons/Assassin.tga,0,0,Images/Weapons/Assassin.tga,1,0,0,Assassin.tga
Images/Weapons/Assassintp.tpsheet,0,0,Images/Weapons/Assassintp.tpsheet,1,0,0,Assassintp.tpsheet
Images/Weapons/Bayonetta.tga,0,0,Images/Weapons/Bayonetta.tga,1,0,0,Bayonetta.tga
Images/Weapons/Bayonettatp.tpsheet,0,0,Images/Weapons/Bayonettatp.tpsheet,1,0,0,Bayonettatp.tpsheet
Images/Weapons/Commando.tga,0,0,Images/Weapons/Commando.tga,1,0,0,Commando.tga
Images/Weapons/Commandotp.tpsheet,0,0,Images/Weapons/Commandotp.tpsheet,1,0,0,Commandotp.tpsheet
Images/Weapons/Engineer.tga,0,0,Images/Weapons/Engineer.tga,1,0,0,Engineer.tga
Images/Weapons/Engineertp.tpsheet,0,0,Images/Weapons/Engineertp.tpsheet,1,0,0,Engineertp.tpsheet
Images/Weapons/Flamethrower.tga,0,0,Images/Weapons/Flamethrower.tga,1,0,0,Flamethrower.tga
Images/Weapons/Flamethrowertp.tpsheet,0,0,Images/Weapons/Flamethrowertp.tpsheet,1,0,0,Flamethrowertp.tpsheet
Images/Weapons/Nurse.tga,0,0,Images/Weapons/Nurse.tga,1,0,0,Nurse.tga
Images/Weapons/Nursetp.tpsheet,0,0,Images/Weapons/Nursetp.tpsheet,1,0,0,Nursetp.tpsheet
Images/Weapons/Plover.tga,0,0,Images/Weapons/Plover.tga,1,0,0,Plover.tga
Images/Weapons/Plovertp.tpsheet,0,0,Images/Weapons/Plovertp.tpsheet,1,0,0,Plovertp.tpsheet
Images/Weapons/Shotgunner.tga,0,0,Images/Weapons/Shotgunner.tga,1,0,0,Shotgunner.tga
Images/Weapons/Shotgunnertp.tpsheet,0,0,Images/Weapons/Shotgunnertp.tpsheet,1,0,0,Shotgunnertp.tpsheet
Images/Weapons/Sniper.tga,0,0,Images/Weapons/Sniper.tga,1,0,0,Sniper.tga
Images/Weapons/Snipertp.tpsheet,0,0,Images/Weapons/Snipertp.tpsheet,1,0,0,Snipertp.tpsheet
Images/Weapons/Spider.tga,0,0,Images/Weapons/Spider.tga,1,0,0,Spider.tga
Images/Weapons/Spidertp.tpsheet,0,0,Images/Weapons/Spidertp.tpsheet,1,0,0,Spidertp.tpsheet
Images/Weapons/Materials/902.mat,0,0,Images/Weapons/Materials/902.mat,1,0,0,902.mat
Materials/mat_CH_Distortion.mat,0,0,Materials/mat_CH_Distortion.mat,1,0,0,mat_CH_Distortion.mat
Materials/mat_mGame_Default.mat,0,0,Materials/mat_mGame_Default.mat,1,0,0,mat_mGame_Default.mat
Materials/mat_mGame_UI_grey.mat,0,0,Materials/mat_mGame_UI_grey.mat,1,0,0,mat_mGame_UI_grey.mat
Materials/_generic_lightMask.mat,0,0,Materials/_generic_lightMask.mat,1,0,0,_generic_lightMask.mat
NewAnimationSystem/GlueFoot.cs,0,0,NewAnimationSystem/GlueFoot.cs,1,0,0,GlueFoot.cs
NewAnimationSystem/TGTest_ActorController.cs,0,0,NewAnimationSystem/TGTest_ActorController.cs,1,0,0,TGTest_ActorController.cs
NewAnimationSystem/Andrey/Andrey.prefab,0,0,NewAnimationSystem/Andrey/Andrey.prefab,1,0,0,Andrey.prefab
NewAnimationSystem/Andrey/AnimationSource/Andrey.overrideController,0,0,NewAnimationSystem/Andrey/AnimationSource/Andrey.overrideController,1,0,0,Andrey.overrideController
NewAnimationSystem/Andrey/AnimationSource/Andrey_Fullbody.mask,0,0,NewAnimationSystem/Andrey/AnimationSource/Andrey_Fullbody.mask,1,0,0,Andrey_Fullbody.mask
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Aim.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Aim.FBX,1,0,0,Ani_Andrey_Aim.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Attack01.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Attack01.FBX,1,0,0,Ani_Andrey_Attack01.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Cushion.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Cushion.FBX,1,0,0,Ani_Andrey_Cushion.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Dead.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Dead.FBX,1,0,0,Ani_Andrey_Dead.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Dead_Bomb.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Dead_Bomb.FBX,1,0,0,Ani_Andrey_Dead_Bomb.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Idle.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Idle.FBX,1,0,0,Ani_Andrey_Idle.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Jump.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Jump.FBX,1,0,0,Ani_Andrey_Jump.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_KnockDown.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_KnockDown.FBX,1,0,0,Ani_Andrey_KnockDown.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Back.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Back.FBX,1,0,0,Ani_Andrey_Run_Back.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Forward.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Forward.FBX,1,0,0,Ani_Andrey_Run_Forward.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Left.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Left.FBX,1,0,0,Ani_Andrey_Run_Left.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Right.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Run_Right.FBX,1,0,0,Ani_Andrey_Run_Right.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Skill_CloakProjectile.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Skill_CloakProjectile.FBX,1,0,0,Ani_Andrey_Skill_CloakProjectile.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Skill_CloakShield.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Skill_CloakShield.FBX,1,0,0,Ani_Andrey_Skill_CloakShield.FBX
NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Sprint.FBX,0,0,NewAnimationSystem/Andrey/AnimationSource/Ani_Andrey_Sprint.FBX,1,0,0,Ani_Andrey_Sprint.FBX
